0.17	12.66
-0.12	12.76
-0.06	12.92
-0.02	11.91
-0.15	10.85
-0.16	12.00
-0.05	13.89
-0.10	11.88
-0.12	10.73
-0.14	12.80
-0.11	13.19
-0.15	12.15
-0.18	11.91
-0.18	10.00
-0.05	10.55
-0.15	11.51
-0.13	13.82
-0.05	14.30
-0.09	13.12
-0.19	11.20
-0.22	11.08
-0.22	11.08
0.73	12.72
0.73	12.72
-0.08	13.89
-0.15	13.43
-0.11	11.02
-0.14	12.48
-0.11	13.83
-0.10	10.99
-0.09	14.05
-0.23	9.90
-0.14	14.52
-0.10	13.62
-0.11	13.32
-0.21	10.76
0.47	12.94
-0.17	11.46
-0.17	12.46
0.70	12.77
-0.18	9.54
0.22	13.06
-0.10	13.72
-0.19	10.92
0.07	14.17
-0.11	13.98
-0.17	12.94
-0.06	13.76
-0.10	13.72
-0.09	13.42
0.13	13.11
1.33	8.75
-0.09	14.25
-0.10	13.78
0.03	13.18
-0.11	12.40
-0.09	13.87
0.65	12.22
-0.09	13.21
0.28	14.07
-0.17	10.65
0.25	12.97
0.78	11.40
-0.18	12.20
-0.15	11.06
0.18	13.45
-0.14	11.62
-0.13	13.97
-0.16	9.19
0.20	13.66
-0.06	12.93
-0.09	13.76
-0.13	13.81
-0.09	14.28
-0.17	12.77
-0.17	13.04
-0.04	13.01
-0.09	13.60
-0.12	13.20
-0.22	11.41
0.20	12.75
-0.07	12.64
-0.12	13.87
-0.09	14.19
-0.15	13.06
-0.10	12.29
-0.11	13.17
-0.01	12.76
-0.13	12.55
-0.12	12.92
0.12	12.80
-0.15	12.68
-0.07	13.93
-0.05	13.17
-0.11	9.60
-0.09	13.05
-0.04	14.10
-0.14	13.07
-0.17	13.20
-0.15	10.55
-0.20	10.68
-0.17	12.58
-0.16	11.53
-0.19	9.90
-0.18	11.02
-0.13	13.55
-0.07	14.18
-0.10	13.95
-0.24	11.02
-0.21	11.33
-0.03	13.97
-0.03	13.53
-0.14	12.93
0.18	13.28
-0.16	12.65
-0.19	11.54
-0.11	13.45
-0.13	11.72
-0.13	12.39
-0.19	10.90
-0.14	13.34
-0.21	10.16
-0.11	13.44
-0.07	11.82
-0.21	11.32
-0.01	14.10
-0.16	12.17
-0.14	11.26
-0.14	13.54
-0.18	11.02
-0.12	12.66
-0.04	14.04
-0.08	13.62
-0.13	11.69
-0.22	11.87
-0.20	12.26
-0.19	9.47
0.03	13.38
-0.15	11.24
-0.08	14.62
0.11	13.22
-0.13	12.72
-0.17	9.16
-0.04	13.69
-0.15	13.40
-0.11	13.60
-0.18	12.46
-0.10	14.12
-0.10	14.34
-0.02	13.60
-0.13	14.51
-0.20	9.34
-0.07	14.10
