0.71	12.66
0.42	12.76
0.48	12.92
0.52	11.91
0.39	10.85
0.38	12.00
0.49	13.89
0.44	11.88
0.42	10.73
0.40	12.80
0.43	13.19
0.39	12.15
0.36	11.91
0.36	10.00
0.49	10.55
0.39	11.51
0.41	13.82
0.49	14.30
0.45	13.12
0.35	11.20
0.32	11.08
0.32	11.08
1.27	12.72
1.27	12.72
0.46	13.89
0.39	13.43
0.43	11.02
0.40	12.48
0.43	13.83
0.44	10.99
0.45	14.05
0.31	9.90
0.40	14.52
0.44	13.62
0.43	13.32
0.33	10.76
1.01	12.94
0.37	11.46
0.37	12.46
1.24	12.77
0.36	9.54
0.76	13.06
0.44	13.72
0.35	10.92
0.61	14.17
0.43	13.98
0.37	12.94
0.48	13.76
0.44	13.72
0.45	13.42
0.67	13.11
1.87	8.75
0.45	14.25
0.44	13.78
0.57	13.18
0.43	12.40
0.45	13.87
1.19	12.22
0.45	13.21
0.82	14.07
0.37	10.65
0.79	12.97
1.32	11.40
0.36	12.20
0.39	11.06
0.72	13.45
0.40	11.62
0.41	13.97
0.38	9.19
0.74	13.66
0.48	12.93
0.45	13.76
0.41	13.81
0.45	14.28
0.37	12.77
0.37	13.04
0.50	13.01
0.45	13.60
0.42	13.20
0.32	11.41
0.74	12.75
0.47	12.64
0.42	13.87
0.45	14.19
0.39	13.06
0.44	12.29
0.43	13.17
0.53	12.76
0.41	12.55
0.42	12.92
0.66	12.80
0.39	12.68
0.47	13.93
0.49	13.17
0.43	9.60
0.45	13.05
0.50	14.10
0.40	13.07
0.37	13.20
0.39	10.55
0.34	10.68
0.37	12.58
0.38	11.53
0.35	9.90
0.36	11.02
0.41	13.55
0.47	14.18
0.44	13.95
0.30	11.02
0.33	11.33
0.51	13.97
0.51	13.53
0.40	12.93
0.72	13.28
0.38	12.65
0.35	11.54
0.43	13.45
0.41	11.72
0.41	12.39
0.35	10.90
0.40	13.34
0.33	10.16
0.43	13.44
0.47	11.82
0.33	11.32
0.53	14.10
0.38	12.17
0.40	11.26
0.40	13.54
0.36	11.02
0.42	12.66
0.50	14.04
0.46	13.62
0.41	11.69
0.32	11.87
0.34	12.26
0.35	9.47
0.57	13.38
0.39	11.24
0.46	14.62
0.65	13.22
0.41	12.72
0.37	9.16
0.50	13.69
0.39	13.40
0.43	13.60
0.36	12.46
0.44	14.12
0.44	14.34
0.52	13.60
0.41	14.51
0.34	9.34
0.47	14.10
